rounds,walkers,tourney,date,DOW
148.0,13.0,96.0,2017-06-14,2
113.0,2.0,87.0,2017-06-15,3
147.0,6.0,61.0,2017-06-16,4
69.0,18.0,0.0,2017-06-17,5
106.0,13.0,0.0,2017-06-18,6
0.0,0.0,0.0,2017-06-19,0
62.0,15.0,0.0,2017-06-20,1
56.0,14.0,0.0,2017-06-21,2
64.0,2.0,24.0,2017-06-22,3
117.0,20.0,0.0,2017-06-23,4
123.0,23.0,28.0,2017-06-24,5
134.0,24.0,26.0,2017-06-25,6
66.0,0.0,66.0,2017-06-26,0
56.0,11.0,12.0,2017-06-27,1
112.0,28.0,0.0,2017-06-28,2
67.0,13.0,0.0,2017-06-29,3
132.0,34.0,0.0,2017-06-30,4
77.0,24.0,0.0,2017-07-01,5
114.0,30.0,0.0,2017-07-02,6
0.0,0.0,0.0,2017-07-03,0
118.0,32.0,0.0,2017-07-04,1
74.0,25.0,0.0,2017-07-05,2
167.0,0.0,80.0,2017-07-06,3
111.0,11.0,0.0,2017-07-07,4
93.0,20.0,0.0,2017-07-08,5
213.0,24.0,72.0,2017-07-09,6
143.0,0.0,143.0,2017-07-10,0
60.0,15.0,0.0,2017-07-11,1
72.0,30.0,-4.0,2017-07-12,2
102.0,57.0,0.0,2017-07-13,3
107.0,15.0,0.0,2017-07-14,4
115.0,30.0,0.0,2017-07-15,5
70.0,21.0,0.0,2017-07-16,6
135.0,0.0,135.0,2017-07-17,0
116.0,20.0,72.0,2017-07-18,1
88.0,26.0,0.0,2017-07-19,2
123.0,59.0,42.0,2017-07-20,3
137.0,23.0,0.0,2017-07-21,4
102.0,35.0,0.0,2017-07-22,5
118.0,29.0,15.0,2017-07-23,6
0.0,0.0,0.0,2017-07-24,0
71.0,25.0,0.0,2017-07-25,1
82.0,22.0,0.0,2017-07-26,2
82.0,12.0,33.0,2017-07-27,3
120.0,16.0,0.0,2017-07-28,4
90.0,29.0,0.0,2017-07-29,5
127.0,33.0,0.0,2017-07-30,6
77.0,0.0,76.0,2017-07-31,0
65.0,13.0,0.0,2017-08-01,1
70.0,19.0,0.0,2017-08-02,2
63.0,4.0,34.0,2017-08-03,3
104.0,20.0,0.0,2017-08-04,4
88.0,27.0,0.0,2017-08-05,5
104.0,16.0,0.0,2017-08-06,6
112.0,0.0,108.0,2017-08-07,0
56.0,20.0,0.0,2017-08-08,1
107.0,8.0,75.0,2017-08-09,2
61.0,11.0,0.0,2017-08-10,3
119.0,27.0,0.0,2017-08-11,4
106.0,45.0,20.0,2017-08-12,5
130.0,29.0,4.0,2017-08-13,6
0.0,0.0,0.0,2017-08-14,0
75.0,22.0,0.0,2017-08-15,1
71.0,16.0,0.0,2017-08-16,2
78.0,13.0,0.0,2017-08-17,3
120.0,24.0,0.0,2017-08-18,4
127.0,33.0,0.0,2017-08-19,5
103.0,21.0,0.0,2017-08-20,6
0.0,0.0,0.0,2017-08-21,0
65.0,19.0,0.0,2017-08-22,1
74.0,16.0,0.0,2017-08-23,2
86.0,1.0,47.0,2017-08-24,3
151.0,27.0,0.0,2017-08-25,4
143.0,44.0,40.0,2017-08-26,5
111.0,30.0,0.0,2017-08-27,6
0.0,0.0,0.0,2017-08-28,0
68.0,17.0,0.0,2017-08-29,1
72.0,12.0,0.0,2017-08-30,2
216.0,0.0,216.0,2017-08-31,3
